"","time_conv","f_id"
"266",2006-11-07,0
"267",2006-11-08,0
"268",2006-11-09,0
"269",2006-11-10,0
"270",2006-11-11,0
"271",2006-11-12,0
"272",2006-11-13,0
"273",2006-11-14,0
"274",2006-11-15,0
"275",2006-11-16,0
"276",2006-11-17,0
"277",2006-11-18,0
"278",2006-11-19,0
"279",2006-11-20,0
"280",2006-11-21,0
"281",2006-11-22,96
"282",2006-11-23,0
"283",2006-11-24,0
"284",2006-11-25,0
"285",2006-11-26,0
"286",2006-11-27,0
"287",2006-11-28,0
"288",2006-11-29,0
"289",2006-11-30,0
"290",2006-12-01,0
"291",2006-12-02,0
"292",2006-12-03,0
"293",2006-12-04,0
"294",2006-12-05,0
"295",2006-12-06,0
"296",2006-12-07,0
"297",2006-12-08,0
"298",2006-12-09,0
"299",2006-12-10,9
"300",2006-12-11,0
"301",2006-12-12,0
"302",2006-12-13,0
"303",2006-12-14,0
"304",2006-12-15,0
"305",2006-12-16,0
"306",2006-12-17,0
"307",2006-12-18,44
"308",2006-12-19,0
"309",2006-12-20,0
"310",2006-12-21,0
"311",2006-12-22,0
"312",2006-12-23,0
"313",2006-12-24,0
"314",2006-12-25,0
"315",2006-12-26,0
"316",2006-12-27,0
"317",2006-12-28,0
"318",2006-12-29,0
"319",2006-12-30,0
"320",2006-12-31,0
"321",2007-01-01,0
"322",2007-01-02,41
"323",2007-01-03,27
"324",2007-01-04,0
"325",2007-01-05,0
"326",2007-01-06,0
"327",2007-01-07,0
"328",2007-01-08,0
"329",2007-01-09,0
"330",2007-01-10,0
"331",2007-01-11,0
"332",2007-01-12,86
"333",2007-01-13,0
"334",2007-01-14,0
"335",2007-01-15,0
"336",2007-01-16,0
"337",2007-01-17,0
"338",2007-01-18,0
"339",2007-01-19,38
"340",2007-01-20,0
"341",2007-01-21,0
"342",2007-01-22,0
"343",2007-01-23,0
"344",2007-01-24,168
"345",2007-01-25,137
"346",2007-01-26,30
"347",2007-01-27,120
"348",2007-01-28,27
"349",2007-01-29,0
"350",2007-01-30,0
"351",2007-01-31,0
"352",2007-02-01,0
"353",2007-02-02,0
"354",2007-02-03,131
"355",2007-02-04,0
"356",2007-02-05,0
"357",2007-02-06,0
"358",2007-02-07,0
"359",2007-02-08,0
"360",2007-02-09,0
"361",2007-02-10,0
"362",2007-02-11,0
"363",2007-02-12,0
"364",2007-02-13,54
"365",2007-02-14,0
