"","date","all","a014y","a1564y","a6574y","a7584y","a85plusy","mal","fem","inf","ment","cvd","resp","uri","station","f_id","temp","dow"
"160",1998-06-12,1,0,0,1,0,0,1,0,0,0,1,0,0,"Altdorf",0,8.7,"Friday"
"161",1998-06-13,1,0,0,0,0,1,1,0,0,0,1,0,0,"Altdorf",0,11,"Saturday"
"162",1998-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,13.6,"Sunday"
"163",1998-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,12.5,"Monday"
"164",1998-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,12.5,"Tuesday"
"165",1998-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,14.7,"Wednesday"
"166",1998-06-18,1,0,1,0,0,0,0,1,0,1,0,0,0,"Altdorf",0,16.6,"Thursday"
"167",1998-06-19,1,0,0,0,0,1,0,1,1,0,0,0,0,"Altdorf",0,18.6,"Friday"
"168",1998-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,21.4,"Saturday"
"169",1998-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,24,"Sunday"
"170",1998-06-22,1,0,0,0,1,0,1,0,0,0,0,1,0,"Altdorf",0,21.7,"Monday"
"171",1998-06-23,1,0,1,0,0,0,0,1,0,0,0,0,1,"Altdorf",0,19.4,"Tuesday"
"172",1998-06-24,3,0,2,0,1,0,3,0,0,1,2,0,0,"Altdorf",0,20.2,"Wednesday"
"173",1998-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,20.2,"Thursday"
"174",1998-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,18.7,"Friday"
"175",1998-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,19.7,"Saturday"
"176",1998-06-28,1,0,1,0,0,0,1,0,0,1,0,0,0,"Altdorf",0,17.8,"Sunday"
"177",1998-06-29,1,0,1,0,0,0,1,0,0,0,1,0,0,"Altdorf",0,19.2,"Monday"
"178",1998-06-30,3,0,1,1,1,0,2,1,0,0,3,0,0,"Altdorf",0,18.7,"Tuesday"
"179",1998-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",NA,19.3,"Wednesday"
"180",1998-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,16.9,"Thursday"
"181",1998-07-03,2,0,1,0,1,0,1,1,0,0,1,0,1,"Altdorf",0,16.2,"Friday"
"182",1998-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,18,"Saturday"
"183",1998-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,18.4,"Sunday"
"184",1998-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,19.6,"Monday"
"185",1998-07-07,1,0,0,0,1,0,1,0,0,1,0,0,0,"Altdorf",0,16.4,"Tuesday"
"186",1998-07-08,1,0,0,1,0,0,1,0,0,0,1,0,0,"Altdorf",0,12.6,"Wednesday"
"187",1998-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,14.8,"Thursday"
"188",1998-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,16.9,"Friday"
"189",1998-07-11,2,0,1,0,1,0,1,1,0,1,1,0,0,"Altdorf",0,19.4,"Saturday"
"190",1998-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,20.6,"Sunday"
"191",1998-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,19.3,"Monday"
"192",1998-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,16.2,"Tuesday"
"193",1998-07-15,3,0,3,0,0,0,2,1,1,1,0,0,1,"Altdorf",0,16.2,"Wednesday"
"194",1998-07-16,2,0,1,0,0,1,2,0,0,0,1,0,1,"Altdorf",0,14.9,"Thursday"
"195",1998-07-17,1,0,1,0,0,0,0,1,1,0,0,0,0,"Altdorf",0,19.3,"Friday"
"196",1998-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,21.2,"Saturday"
"197",1998-07-19,1,0,0,0,1,0,1,0,0,0,0,1,0,"Altdorf",0,22.1,"Sunday"
"198",1998-07-20,1,0,0,0,0,1,0,1,0,0,1,0,0,"Altdorf",63,26.1,"Monday"
"199",1998-07-21,2,0,1,0,0,1,1,1,0,1,1,0,0,"Altdorf",80,25.4,"Tuesday"
"200",1998-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,20.9,"Wednesday"
"201",1998-07-23,1,0,1,0,0,0,0,1,0,0,1,0,0,"Altdorf",0,21.6,"Thursday"
"202",1998-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,20.6,"Friday"
"203",1998-07-25,1,0,0,0,1,0,1,0,0,0,1,0,0,"Altdorf",0,18.8,"Saturday"
"204",1998-07-26,1,0,0,0,1,0,0,1,0,0,1,0,0,"Altdorf",0,20.3,"Sunday"
"205",1998-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,19,"Monday"
"206",1998-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,17,"Tuesday"
"207",1998-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,19.2,"Wednesday"
"208",1998-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,20.4,"Thursday"
"209",1998-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,17.2,"Friday"
"210",1998-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,17.8,"Saturday"
"211",1998-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,16.6,"Sunday"
"212",1998-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,16.3,"Monday"
"213",1998-08-04,1,0,1,0,0,0,1,0,0,0,0,0,1,"Altdorf",0,18,"Tuesday"
"214",1998-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,19.2,"Wednesday"
"215",1998-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,19,"Thursday"
"216",1998-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,20.5,"Friday"
"217",1998-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,21.5,"Saturday"
"218",1998-08-09,1,0,1,0,0,0,1,0,1,0,0,0,0,"Altdorf",0,24.3,"Sunday"
"219",1998-08-10,1,1,0,0,0,0,1,0,0,1,0,0,0,"Altdorf",0,24.1,"Monday"
"220",1998-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,25.6,"Tuesday"
"221",1998-08-12,2,0,1,0,1,0,1,1,1,0,0,0,1,"Altdorf",0,25.2,"Wednesday"
"222",1998-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,21.5,"Thursday"
"223",1998-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,20.3,"Friday"
"224",1998-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,20.9,"Saturday"
"225",1998-08-16,1,0,0,0,1,0,0,1,0,0,1,0,0,"Altdorf",0,21.3,"Sunday"
"226",1998-08-17,1,0,1,0,0,0,1,0,0,0,0,0,1,"Altdorf",0,22.2,"Monday"
"227",1998-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,19,"Tuesday"
"228",1998-08-19,1,0,1,0,0,0,0,1,0,0,1,0,0,"Altdorf",0,20.7,"Wednesday"
"229",1998-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,20.4,"Thursday"
"230",1998-08-21,1,0,1,0,0,0,1,0,0,0,1,0,0,"Altdorf",0,17.7,"Friday"
"231",1998-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,16.8,"Saturday"
"232",1998-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,17.1,"Sunday"
"233",1998-08-24,2,0,1,1,0,0,1,1,0,0,1,0,1,"Altdorf",0,15.1,"Monday"
"234",1998-08-25,1,1,0,0,0,0,0,1,1,0,0,0,0,"Altdorf",0,16.3,"Tuesday"
"235",1998-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,16.8,"Wednesday"
"236",1998-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,13.9,"Thursday"
"237",1998-08-28,2,0,2,0,0,0,2,0,0,2,0,0,0,"Altdorf",0,13.5,"Friday"
"238",1998-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,13.7,"Saturday"
"239",1998-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,13.3,"Sunday"
"240",1998-08-31,2,2,0,0,0,0,0,2,0,0,0,2,0,"Altdorf",0,15.3,"Monday"
"241",1998-09-01,1,0,0,0,0,1,1,0,0,0,1,0,0,"Altdorf",0,16.5,"Tuesday"
"242",1998-09-02,1,0,0,1,0,0,1,0,0,0,1,0,0,"Altdorf",1,19.1,"Wednesday"
"243",1998-09-03,3,1,2,0,0,0,2,1,1,0,1,1,0,"Altdorf",7,19.5,"Thursday"
"244",1998-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,18,"Friday"
"245",1998-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,15.5,"Saturday"
"246",1998-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,"Altdorf",0,15.5,"Sunday"
"247",1998-09-07,1,1,0,0,0,0,0,1,0,0,0,1,0,"Altdorf",0,15.3,"Monday"
"248",1998-09-08,1,0,1,0,0,0,1,0,0,0,0,1,0,"Altdorf",0,16.3,"Tuesday"
