"","date","all","a014y","a1564y","a6574y","a7584y","a85plusy","mal","fem","inf","ment","cvd","resp","uri","station","f_id","temp"
"1","1998-01-01",4,0,4,0,0,0,1,3,0,2,0,1,1,"Montana",17,3.1
"2","1998-01-02",3,0,1,0,2,0,3,0,0,1,1,1,0,"Montana",0,-0.2
"3","1998-01-03",1,0,0,0,1,0,1,0,0,0,0,1,0,"Montana",0,-0.3
"4","1998-01-04",3,0,2,0,1,0,1,2,1,1,0,1,0,"Montana",0,1.1
"5","1998-01-05",2,0,1,0,1,0,0,2,0,0,2,0,0,"Montana",2,0.6
"6","1998-01-06",2,1,0,0,0,1,1,1,0,0,1,1,0,"Montana",0,0.4
"7","1998-01-07",3,0,1,1,1,0,2,1,1,0,2,0,0,"Montana",0,1.2
"8","1998-01-08",2,0,1,1,0,0,2,0,0,1,0,1,0,"Montana",0,1.8
"9","1998-01-10",1,0,0,0,1,0,0,1,0,0,1,0,0,"Montana",0,4
"10","1998-01-11",1,0,0,0,1,0,0,1,0,1,0,0,0,"Montana",0,6.4
"11","1998-01-12",2,0,0,1,1,0,2,0,0,0,1,1,0,"Montana",38,7.2
"12","1998-01-13",1,0,1,0,0,0,1,0,0,1,0,0,0,"Montana",150,3.7
"13","1998-01-14",1,0,1,0,0,0,0,1,0,0,0,1,0,"Montana",0,1.1
"14","1998-01-15",4,0,1,0,2,1,1,3,0,0,3,1,0,"Montana",0,-1.1
"15","1998-01-16",2,1,1,0,0,0,2,0,0,0,1,1,0,"Montana",0,-0.5
"16","1998-01-17",4,0,2,0,1,1,4,0,1,0,0,1,2,"Montana",0,-2.7
"17","1998-01-18",2,0,1,0,1,0,0,2,0,0,0,1,1,"Montana",54,-2.6
"18","1998-01-20",2,0,1,0,1,0,2,0,0,0,2,0,0,"Montana",0,-6
"19","1998-01-21",1,0,0,0,0,1,0,1,0,1,0,0,0,"Montana",0,-4.9
"20","1998-01-22",2,0,1,0,1,0,1,1,0,0,2,0,0,"Montana",0,-8.1
"21","1998-01-23",1,0,1,0,0,0,0,1,0,0,0,0,1,"Montana",0,-5
"22","1998-01-24",3,0,2,0,1,0,1,2,0,1,1,0,1,"Montana",0,-6.3
"23","1998-01-26",3,0,2,1,0,0,1,2,0,1,2,0,0,"Montana",0,-5.3
"24","1998-01-27",3,0,0,1,1,1,1,2,0,0,2,0,1,"Montana",0,-4.7
"25","1998-01-28",3,0,2,0,0,1,1,2,1,0,2,0,0,"Montana",0,-4.6
"26","1998-01-29",3,0,2,0,0,1,0,3,0,1,2,0,0,"Montana",0,-4.3
"27","1998-01-30",2,0,2,0,0,0,1,1,0,2,0,0,0,"Montana",0,-3.5
"28","1998-01-31",1,0,0,0,1,0,1,0,0,0,0,0,1,"Montana",0,-4.6
"29","1998-02-01",1,0,0,0,1,0,0,1,0,0,1,0,0,"Montana",0,-3.5
"30","1998-02-02",2,0,1,0,1,0,1,1,0,1,1,0,0,"Montana",0,-3.9
"31","1998-02-03",4,0,1,1,2,0,3,1,0,1,2,0,1,"Montana",0,-3.6
