"","date","all","a014y","a1564y","a6574y","a7584y","a85plusy","mal","fem","inf","ment","cvd","resp","uri","station","f_id","temp"
"1","1998-01-01",2,0,0,1,1,0,1,1,0,0,2,0,0,"Magadino",NA,2.7
"2","1998-01-02",4,0,1,0,2,1,2,2,1,0,2,1,0,"Magadino",NA,3.8
"3","1998-01-03",2,0,0,1,1,0,1,1,0,0,2,0,0,"Magadino",NA,2.4
"4","1998-01-04",1,0,0,0,1,0,0,1,0,0,0,1,0,"Magadino",NA,2.6
"5","1998-01-05",4,0,1,1,1,1,3,1,1,0,3,0,0,"Magadino",NA,1.8
"6","1998-01-06",2,0,0,1,1,0,1,1,0,0,0,2,0,"Magadino",NA,3.5
"7","1998-01-07",8,1,1,2,2,2,5,3,1,1,3,3,0,"Magadino",NA,1.9
"8","1998-01-08",2,0,0,2,0,0,1,1,1,0,0,1,0,"Magadino",NA,1.2
"9","1998-01-09",1,0,0,0,1,0,0,1,0,0,1,0,0,"Magadino",NA,0.4
"10","1998-01-11",2,0,2,0,0,0,2,0,0,0,0,2,0,"Magadino",NA,0.2
"11","1998-01-12",1,0,1,0,0,0,1,0,0,0,1,0,0,"Magadino",NA,1
"12","1998-01-13",2,0,1,0,0,1,1,1,0,1,1,0,0,"Magadino",NA,1.9
"13","1998-01-14",3,0,2,1,0,0,2,1,0,0,3,0,0,"Magadino",NA,3.3
"14","1998-01-15",4,0,1,1,1,1,2,2,1,1,1,1,0,"Magadino",NA,5.1
"15","1998-01-16",3,0,1,1,1,0,1,2,0,1,0,1,1,"Magadino",NA,5.4
"16","1998-01-17",1,0,0,1,0,0,1,0,0,0,1,0,0,"Magadino",NA,6.9
"17","1998-01-19",2,0,1,0,1,0,1,1,0,0,1,0,1,"Magadino",NA,1.9
"18","1998-01-20",1,0,0,0,0,1,0,1,0,0,1,0,0,"Magadino",NA,4.5
"19","1998-01-21",6,0,0,2,3,1,2,4,1,1,4,0,0,"Magadino",NA,7.6
"20","1998-01-22",1,0,0,1,0,0,1,0,0,0,1,0,0,"Magadino",NA,3.8
"21","1998-01-23",3,0,0,1,2,0,1,2,0,0,2,0,1,"Magadino",NA,0.6
"22","1998-01-25",1,0,1,0,0,0,1,0,0,0,1,0,0,"Magadino",NA,2.7
"23","1998-01-26",3,1,0,0,1,1,1,2,1,0,2,0,0,"Magadino",NA,1.5
"24","1998-01-27",1,0,0,1,0,0,0,1,0,0,0,1,0,"Magadino",NA,-0.2
"25","1998-01-28",2,0,2,0,0,0,1,1,1,0,1,0,0,"Magadino",NA,-1.4
"26","1998-01-29",2,0,0,1,1,0,0,2,0,0,1,1,0,"Magadino",NA,-0.9
"27","1998-01-30",4,0,2,1,1,0,3,1,0,0,2,2,0,"Magadino",NA,-0.9
"28","1998-01-31",1,0,0,1,0,0,1,0,0,0,1,0,0,"Magadino",NA,-1.2
"29","1998-02-01",2,0,1,0,0,1,1,1,0,0,0,1,1,"Magadino",NA,0.2
"30","1998-02-02",1,0,0,0,1,0,0,1,0,0,1,0,0,"Magadino",NA,0.5
"31","1998-02-03",3,0,1,1,1,0,2,1,0,0,2,1,0,"Magadino",NA,-1.2
"32","1998-02-04",3,0,0,0,1,2,0,3,1,0,1,0,1,"Magadino",NA,-0.2
"33","1998-02-05",4,0,0,1,2,1,2,2,0,0,2,2,0,"Magadino",NA,-0.2
"34","1998-02-06",4,1,1,0,0,2,2,2,0,1,1,2,0,"Magadino",NA,0.7
"35","1998-02-07",2,0,0,0,1,1,1,1,0,0,1,1,0,"Magadino",NA,0.7
"36","1998-02-08",2,1,0,1,0,0,2,0,1,0,0,1,0,"Magadino",NA,6.8
"37","1998-02-09",2,1,1,0,0,0,1,1,0,1,0,1,0,"Magadino",NA,1.8
"38","1998-02-10",4,0,1,1,2,0,2,2,0,0,4,0,0,"Magadino",NA,2.3
"39","1998-02-11",5,1,0,1,3,0,1,4,1,1,0,3,0,"Magadino",NA,4
"40","1998-02-12",4,0,0,2,1,1,2,2,0,0,3,1,0,"Magadino",NA,5.1
"41","1998-02-13",1,0,1,0,0,0,0,1,0,0,0,1,0,"Magadino",NA,7.2
"42","1998-02-14",2,0,0,0,1,1,1,1,0,0,1,1,0,"Magadino",NA,7.3
"43","1998-02-16",5,0,0,1,4,0,2,3,1,0,2,2,0,"Magadino",NA,7.1
"44","1998-02-17",3,0,0,0,2,1,2,1,0,1,1,1,0,"Magadino",NA,12.9
"45","1998-02-18",6,0,2,2,2,0,1,5,0,0,4,1,1,"Magadino",NA,7
